,OffenseTeam,DefenseTeam,Down,ToGo,Formation,PlayType,DefensePassRank,DefenseRunRank
8589,DEN,NYJ,1,10,UNDER CENTER,0,23,6
8592,DEN,NYJ,2,13,SHOTGUN,1,23,6
8593,DEN,NYJ,1,10,UNDER CENTER,0,23,6
8594,NYJ,DEN,1,10,NO HUDDLE,0,15,29
8595,NYJ,DEN,2,5,SHOTGUN,1,15,29
8596,NYJ,DEN,1,10,SHOTGUN,1,15,29
8599,NYJ,DEN,2,4,SHOTGUN,1,15,29
8600,NYJ,DEN,1,10,UNDER CENTER,0,15,29
8601,NYJ,DEN,2,6,SHOTGUN,1,15,29
8602,NYJ,DEN,1,10,NO HUDDLE SHOTGUN,0,15,29
8604,DEN,NYJ,3,9,SHOTGUN,1,23,6
8607,NYJ,DEN,3,10,SHOTGUN,1,15,29
8609,NYJ,DEN,2,10,SHOTGUN,1,15,29
8610,NYJ,DEN,1,10,SHOTGUN,1,15,29
8611,NYJ,DEN,2,7,NO HUDDLE SHOTGUN,1,15,29
8612,DEN,NYJ,2,1,UNDER CENTER,0,23,6
8614,JAX,CIN,3,14,SHOTGUN,1,26,31
8615,JAX,CIN,2,14,SHOTGUN,1,26,31
8617,JAX,CIN,3,2,SHOTGUN,0,26,31
8619,NYJ,ARI,2,10,SHOTGUN,1,8,25
8620,ARI,NYJ,1,15,SHOTGUN,1,23,6
8622,ARI,NYJ,3,8,SHOTGUN,1,23,6
8625,NYJ,ARI,1,10,SHOTGUN,1,8,25
8629,MIA,SF,3,5,SHOTGUN,0,7,7
8630,MIA,SF,2,9,UNDER CENTER,1,7,7
8631,MIA,SF,1,10,SHOTGUN,0,7,7
8632,MIA,SF,2,3,SHOTGUN,0,7,7
8635,SF,MIA,3,19,SHOTGUN,1,25,16
8638,SF,MIA,1,10,SHOTGUN,1,25,16
8641,ARI,NYJ,1,10,SHOTGUN,0,23,6
8643,NYJ,ARI,3,8,SHOTGUN,1,8,25
8644,NYJ,ARI,2,8,SHOTGUN,1,8,25
8645,NYJ,ARI,1,15,SHOTGUN,0,8,25
8648,ARI,NYJ,3,14,SHOTGUN,1,23,6
8649,ARI,NYJ,2,20,SHOTGUN,1,23,6
8653,HOU,JAX,1,10,NO HUDDLE SHOTGUN,0,31,27
8654,HOU,JAX,2,11,SHOTGUN,1,31,27
8658,CIN,BAL,3,6,SHOTGUN,0,4,26
8659,CIN,BAL,2,8,UNDER CENTER,0,4,26
8661,CIN,BAL,1,10,SHOTGUN,0,4,26
8662,CIN,BAL,4,1,UNDER CENTER,0,4,26
8663,CIN,BAL,3,1,SHOTGUN,0,4,26
8667,MIA,SEA,3,3,SHOTGUN,0,13,4
8668,MIA,SEA,1,10,SHOTGUN,1,13,4
8670,SF,PHI,1,10,SHOTGUN,0,20,10
8672,SF,PHI,1,10,UNDER CENTER,1,20,10
8673,SF,PHI,2,2,UNDER CENTER,0,20,10
8674,SF,PHI,1,10,UNDER CENTER,0,20,10
8679,LV,BUF,3,2,NO HUDDLE SHOTGUN,1,10,24
8682,LV,BUF,2,11,SHOTGUN,1,10,24
8683,LV,BUF,1,20,SHOTGUN,1,10,24
8685,LV,BUF,1,10,SHOTGUN,1,10,24
8686,BAL,CIN,3,3,SHOTGUN,1,26,31
8687,BAL,CIN,2,6,SHOTGUN,0,26,31
8688,BAL,CIN,1,10,SHOTGUN,0,26,31
8689,BAL,CIN,3,7,SHOTGUN,1,26,31
8690,BAL,CIN,2,7,SHOTGUN,1,26,31
8692,CAR,ATL,1,10,UNDER CENTER,0,29,15
8694,CAR,ATL,1,10,UNDER CENTER,0,29,15
8700,CAR,ATL,2,5,SHOTGUN,1,29,15
8701,CAR,ATL,1,10,UNDER CENTER,1,29,15
8703,TB,CHI,3,6,SHOTGUN,1,17,8
8704,TB,CHI,2,10,SHOTGUN,0,17,8
8705,TB,CHI,1,10,UNDER CENTER,1,17,8
8706,TB,CHI,2,9,UNDER CENTER,1,17,8
8707,JAX,CIN,1,10,UNDER CENTER,0,26,31
8709,CIN,JAX,1,10,SHOTGUN,0,31,27
8711,CIN,JAX,2,6,UNDER CENTER,1,31,27
8712,CIN,JAX,1,10,UNDER CENTER,0,31,27
8714,CIN,JAX,1,10,UNDER CENTER,0,31,27
8715,JAX,CIN,1,10,SHOTGUN,1,26,31
8716,JAX,CIN,2,2,SHOTGUN,1,26,31
8719,DEN,NYJ,1,5,UNDER CENTER,0,23,6
8722,NYJ,DEN,2,6,UNDER CENTER,0,15,29
8728,DET,ARI,2,8,SHOTGUN,1,8,25
8729,DET,ARI,1,10,UNDER CENTER,0,8,25
8731,DEN,NYJ,3,7,SHOTGUN,1,23,6
8733,ARI,DET,1,10,NO HUDDLE SHOTGUN,1,32,14
8734,ARI,DET,3,5,SHOTGUN,0,32,14
8735,ARI,DET,2,10,SHOTGUN,0,32,14
8736,ARI,DET,1,10,NO HUDDLE SHOTGUN,1,32,14
8738,DET,ARI,3,6,SHOTGUN,1,8,25
8739,DET,ARI,2,6,SHOTGUN,1,8,25
8740,DET,ARI,1,8,UNDER CENTER,0,8,25
8741,DET,ARI,2,1,SHOTGUN,0,8,25
8742,DET,ARI,1,10,SHOTGUN,0,8,25
8743,ATL,CHI,2,7,SHOTGUN,1,17,8
8744,ATL,CHI,1,10,UNDER CENTER,0,17,8
8746,ATL,CHI,3,3,SHOTGUN,0,17,8
8747,ATL,CHI,2,6,SHOTGUN,0,17,8
8748,CHI,ATL,3,6,SHOTGUN,1,29,15
8749,CHI,ATL,2,6,SHOTGUN,0,29,15
8751,ATL,CHI,1,10,UNDER CENTER,0,17,8
8752,ATL,CHI,1,10,UNDER CENTER,1,17,8
8753,ATL,CHI,2,10,SHOTGUN,0,17,8
8754,ATL,CHI,1,10,UNDER CENTER,1,17,8
8759,PIT,HOU,3,9,UNDER CENTER,1,28,31
8761,PIT,HOU,3,10,SHOTGUN,1,28,31
8763,PIT,HOU,1,1,UNDER CENTER,0,28,31
8764,PIT,HOU,2,1,UNDER CENTER,0,28,31
8766,HOU,PIT,1,2,UNDER CENTER,0,3,13
8767,HOU,PIT,3,9,SHOTGUN,1,3,13
8768,HOU,PIT,2,9,SHOTGUN,1,3,13
8769,HOU,PIT,1,10,SHOTGUN,0,3,13
8770,HOU,PIT,3,6,SHOTGUN,1,3,13
8771,HOU,PIT,2,8,UNDER CENTER,0,3,13
8773,HOU,PIT,3,8,SHOTGUN,1,3,13
8774,HOU,PIT,2,8,SHOTGUN,1,3,13
8775,HOU,PIT,1,10,UNDER CENTER,0,3,13
8776,HOU,PIT,1,10,NO HUDDLE SHOTGUN,1,3,13
8778,PIT,HOU,3,2,SHOTGUN,0,28,31
8781,PHI,CIN,3,1,UNDER CENTER,0,26,31
8783,PHI,CIN,2,3,SHOTGUN,0,26,31
8789,PHI,CIN,1,7,NO HUDDLE SHOTGUN,1,26,31
8790,PHI,CIN,3,3,SHOTGUN,1,26,31
8791,PHI,CIN,2,3,SHOTGUN,1,26,31
8793,PHI,CIN,1,10,NO HUDDLE SHOTGUN,0,26,31
8796,CIN,PHI,3,15,SHOTGUN,1,20,10
8798,CIN,PHI,1,9,SHOTGUN,1,20,10
8800,CIN,PHI,3,10,SHOTGUN,1,20,10
8801,CIN,PHI,2,10,UNDER CENTER,0,20,10
8802,CIN,PHI,1,10,SHOTGUN,1,20,10
8803,CIN,PHI,2,1,NO HUDDLE SHOTGUN,1,20,10
8804,CIN,PHI,1,10,SHOTGUN,1,20,10
8805,CAR,LAC,1,10,SHOTGUN,0,14,20
8807,CAR,LAC,3,2,SHOTGUN,0,14,20
8808,CAR,LAC,2,7,SHOTGUN,0,14,20
8809,CAR,LAC,1,10,UNDER CENTER,0,14,20
8810,CAR,LAC,1,10,UNDER CENTER,0,14,20
8811,LAC,CAR,1,10,UNDER CENTER,0,12,28
8812,LAC,CAR,3,5,SHOTGUN,1,12,28
8814,LAC,CAR,2,4,SHOTGUN,0,12,28
8815,LAC,CAR,1,10,UNDER CENTER,0,12,28
8816,PHI,CIN,2,6,UNDER CENTER,0,26,31
8817,PHI,CIN,1,10,UNDER CENTER,0,26,31
8818,PHI,CIN,1,10,SHOTGUN,1,26,31
8820,PHI,CIN,3,8,SHOTGUN,1,26,31
8822,PHI,CIN,2,6,UNDER CENTER,0,26,31
8824,PHI,CIN,3,1,NO HUDDLE,0,26,31
8828,SF,NYG,1,10,UNDER CENTER,0,11,9
8832,NYG,SF,3,9,SHOTGUN,1,7,7
8833,NYG,SF,2,10,UNDER CENTER,0,7,7
8835,NYG,SF,3,9,SHOTGUN,1,7,7
8836,NYG,SF,2,9,SHOTGUN,1,7,7
8837,NYG,SF,1,10,SHOTGUN,0,7,7
8839,SF,NYG,1,10,UNDER CENTER,1,11,9
8840,SF,NYG,2,3,SHOTGUN,0,11,9
8844,TEN,MIN,1,10,UNDER CENTER,0,30,22
8847,MIN,TEN,3,7,SHOTGUN,1,22,18
8849,MIN,TEN,2,10,SHOTGUN,0,22,18
8850,MIN,TEN,1,10,UNDER CENTER,1,22,18
8852,MIN,TEN,1,10,UNDER CENTER,1,22,18
8857,LAC,KC,3,7,SHOTGUN,1,19,19
8858,LAC,KC,2,10,UNDER CENTER,0,19,19
8859,LAC,KC,1,10,NO HUDDLE SHOTGUN,1,19,19
8860,LAC,KC,3,2,SHOTGUN,1,19,19
8866,JAX,MIA,2,2,NO HUDDLE SHOTGUN,1,25,16
8868,JAX,MIA,3,11,SHOTGUN,1,25,16
8870,JAX,MIA,2,6,NO HUDDLE SHOTGUN,1,25,16
8871,JAX,MIA,1,10,NO HUDDLE SHOTGUN,0,25,16
8872,JAX,MIA,1,10,NO HUDDLE SHOTGUN,1,25,16
8874,MIA,JAX,3,1,SHOTGUN,0,31,27
8875,MIA,JAX,2,2,UNDER CENTER,0,31,27
8876,MIA,JAX,1,1,UNDER CENTER,0,31,27
8879,MIA,JAX,3,7,SHOTGUN,0,31,27
8882,MIA,JAX,3,6,SHOTGUN,1,31,27
8883,MIA,JAX,2,6,NO HUDDLE SHOTGUN,1,31,27
8885,JAX,MIA,3,5,UNDER CENTER,0,25,16
8887,MIA,JAX,1,10,SHOTGUN,1,31,27
8889,MIA,JAX,2,8,SHOTGUN,0,31,27
8890,MIA,JAX,1,10,SHOTGUN,0,31,27
8891,MIA,JAX,3,6,SHOTGUN,1,31,27
8892,MIA,JAX,2,10,SHOTGUN,1,31,27
8893,JAX,MIA,3,5,NO HUDDLE SHOTGUN,1,25,16
8897,LA,PHI,2,5,UNDER CENTER,0,20,10
8898,LA,PHI,1,5,NO HUDDLE,0,20,10
8899,LA,PHI,1,10,NO HUDDLE,1,20,10
8900,LA,PHI,1,10,NO HUDDLE,1,20,10
8901,LA,PHI,3,3,SHOTGUN,1,20,10
8902,PHI,LA,1,10,NO HUDDLE SHOTGUN,1,1,3
8903,PHI,LA,2,7,UNDER CENTER,0,1,3
8904,PHI,LA,1,10,SHOTGUN,0,1,3
8905,LAC,KC,3,4,SHOTGUN,1,19,19
8906,LAC,KC,2,4,SHOTGUN,1,19,19
8907,LAC,KC,1,10,SHOTGUN,0,19,19
8908,BAL,HOU,3,6,SHOTGUN,1,28,31
8909,BAL,HOU,2,9,SHOTGUN,0,28,31
8911,BAL,HOU,2,5,SHOTGUN,0,28,31
8912,TEN,MIN,3,3,SHOTGUN,1,30,22
8914,TEN,MIN,2,3,UNDER CENTER,1,30,22
8920,CIN,PHI,1,5,SHOTGUN,1,20,10
8921,PHI,CIN,2,9,SHOTGUN,1,26,31
8922,PHI,CIN,1,10,NO HUDDLE SHOTGUN,0,26,31
8923,LV,BUF,3,5,SHOTGUN,1,10,24
8925,LV,BUF,2,10,SHOTGUN,1,10,24
8926,LV,BUF,1,10,SHOTGUN,1,10,24
8927,LV,BUF,2,3,UNDER CENTER,1,10,24
8928,LV,BUF,1,10,UNDER CENTER,1,10,24
8930,CIN,JAX,3,7,SHOTGUN,1,31,27
8931,CIN,JAX,2,7,SHOTGUN,0,31,27
8932,CHI,IND,3,4,SHOTGUN,1,16,2
8933,CHI,IND,2,6,NO HUDDLE SHOTGUN,1,16,2
8934,IND,CHI,3,5,SHOTGUN,0,17,8
8935,IND,CHI,2,9,UNDER CENTER,0,17,8
8936,IND,CHI,1,10,UNDER CENTER,0,17,8
8937,IND,CHI,3,6,SHOTGUN,1,17,8
8939,IND,CHI,2,10,UNDER CENTER,0,17,8
8940,IND,CHI,1,10,UNDER CENTER,0,17,8
8941,IND,CHI,4,1,UNDER CENTER,0,17,8
8943,IND,CHI,3,13,SHOTGUN,0,17,8
8944,MIA,SEA,3,5,SHOTGUN,1,13,4
8945,MIA,SEA,2,9,SHOTGUN,1,13,4
8946,MIA,SEA,1,10,SHOTGUN,1,13,4
8947,MIA,SEA,1,10,SHOTGUN,1,13,4
8948,SEA,MIA,2,1,UNDER CENTER,0,25,16
8949,SEA,MIA,2,3,SHOTGUN,1,25,16
8950,SEA,MIA,1,10,SHOTGUN,0,25,16
8951,HOU,MIN,4,5,SHOTGUN,1,30,22
8957,HOU,MIN,3,23,SHOTGUN,1,30,22
8958,HOU,MIN,2,23,SHOTGUN,1,30,22
8962,MIN,HOU,1,4,UNDER CENTER,0,28,31
8963,MIN,HOU,1,10,UNDER CENTER,0,28,31
8964,MIN,HOU,1,10,UNDER CENTER,1,28,31
8965,HOU,MIN,1,8,SHOTGUN,1,30,22
8967,MIN,HOU,3,11,SHOTGUN,1,28,31
8970,MIN,HOU,2,3,UNDER CENTER,0,28,31
8972,MIN,HOU,1,10,UNDER CENTER,0,28,31
8973,MIN,HOU,3,1,UNDER CENTER,0,28,31
8974,MIN,HOU,2,5,UNDER CENTER,0,28,31
8975,MIN,HOU,1,10,UNDER CENTER,1,28,31
8976,MIN,HOU,4,2,SHOTGUN,0,28,31
8977,MIN,HOU,3,10,SHOTGUN,1,28,31
8978,HOU,MIN,1,10,SHOTGUN,0,30,22
8979,HOU,MIN,1,10,NO HUDDLE,1,30,22
8980,MIN,HOU,1,10,UNDER CENTER,1,28,31
8981,MIN,HOU,3,1,UNDER CENTER,0,28,31
8982,MIN,HOU,2,2,UNDER CENTER,0,28,31
8983,MIN,HOU,1,10,UNDER CENTER,0,28,31
8984,BAL,WAS,1,10,SHOTGUN,0,2,11
8985,CIN,PHI,3,2,SHOTGUN,1,20,10
8986,CIN,PHI,2,6,UNDER CENTER,0,20,10
8987,CIN,PHI,1,15,SHOTGUN,1,20,10
8989,CIN,PHI,1,10,UNDER CENTER,0,20,10
8991,CLE,WAS,3,5,UNDER CENTER,0,2,11
8992,CLE,WAS,2,5,UNDER CENTER,0,2,11
8993,CLE,WAS,1,10,UNDER CENTER,0,2,11
8995,CLE,WAS,1,10,UNDER CENTER,0,2,11
8999,WAS,CLE,3,15,SHOTGUN,1,18,12
9002,CLE,WAS,3,6,SHOTGUN,1,2,11
9003,CLE,WAS,2,8,UNDER CENTER,0,2,11
9005,BUF,LA,3,25,SHOTGUN,1,1,3
9009,LA,BUF,3,1,NO HUDDLE,0,10,24
9010,LA,BUF,2,2,UNDER CENTER,0,10,24
9017,CHI,ATL,3,9,SHOTGUN,1,29,15
9018,PIT,DEN,2,12,SHOTGUN,1,15,29
9019,PIT,DEN,1,10,UNDER CENTER,0,15,29
9025,BAL,HOU,1,10,SHOTGUN,0,28,31
9028,HOU,BAL,2,10,SHOTGUN,0,4,26
9029,HOU,BAL,1,10,SHOTGUN,1,4,26
9032,ARI,WAS,3,3,UNDER CENTER,0,2,11
9033,ARI,WAS,2,6,UNDER CENTER,0,2,11
9035,ARI,WAS,1,10,SHOTGUN,0,2,11
9036,ARI,WAS,1,10,SHOTGUN,0,2,11
9038,WAS,ARI,1,10,SHOTGUN,0,8,25
9039,WAS,ARI,3,1,SHOTGUN,1,8,25
9041,WAS,ARI,2,10,SHOTGUN,0,8,25
9042,WAS,ARI,1,10,SHOTGUN,1,8,25
9044,WAS,ARI,2,10,SHOTGUN,1,8,25
9045,WAS,ARI,1,10,NO HUDDLE SHOTGUN,1,8,25
9048,ARI,WAS,2,19,SHOTGUN,0,2,11
9050,ARI,WAS,1,10,SHOTGUN,0,2,11
9051,ARI,WAS,3,2,NO HUDDLE SHOTGUN,0,2,11
9052,ARI,WAS,2,5,SHOTGUN,0,2,11
9054,ARI,WAS,1,10,NO HUDDLE SHOTGUN,1,2,11
9055,ARI,WAS,4,4,SHOTGUN,1,2,11
9056,ARI,WAS,3,4,SHOTGUN,1,2,11
9057,ARI,WAS,2,4,NO HUDDLE SHOTGUN,1,2,11
9058,ARI,WAS,1,10,NO HUDDLE SHOTGUN,1,2,11
9060,WAS,ARI,1,5,UNDER CENTER,0,8,25
9061,WAS,ARI,1,10,UNDER CENTER,0,8,25
9062,WAS,ARI,1,10,UNDER CENTER,1,8,25
9063,WAS,ARI,1,10,SHOTGUN,0,8,25
9064,ARI,WAS,3,16,SHOTGUN,1,2,11
9069,WAS,ARI,2,10,SHOTGUN,1,8,25
9070,WAS,ARI,1,10,UNDER CENTER,1,8,25
9071,WAS,ARI,2,6,UNDER CENTER,0,8,25
9072,WAS,ARI,1,10,SHOTGUN,0,8,25
9073,WAS,ARI,4,1,SHOTGUN,0,8,25
9074,WAS,ARI,3,4,SHOTGUN,1,8,25
9075,WAS,ARI,2,1,NO HUDDLE SHOTGUN,1,8,25
9076,WAS,ARI,2,8,SHOTGUN,0,8,25
9077,WAS,ARI,1,10,SHOTGUN,1,8,25
9079,PIT,DEN,3,10,SHOTGUN,1,15,29
9080,PIT,DEN,2,10,SHOTGUN,1,15,29
9081,PIT,DEN,1,10,NO HUDDLE SHOTGUN,1,15,29
9084,DEN,PIT,1,10,UNDER CENTER,1,3,13
9087,LA,PHI,1,2,UNDER CENTER,0,20,10
9089,LA,PHI,3,9,SHOTGUN,1,20,10
9090,LA,PHI,2,9,UNDER CENTER,1,20,10
9092,LA,PHI,1,10,UNDER CENTER,0,20,10
9097,PHI,LA,3,8,SHOTGUN,1,1,3
9098,PHI,LA,2,8,SHOTGUN,1,1,3
9099,PHI,LA,1,10,SHOTGUN,0,1,3
9100,PHI,LA,3,3,UNDER CENTER,0,1,3
9101,PHI,LA,2,5,NO HUDDLE,0,1,3
9102,PHI,LA,1,10,UNDER CENTER,0,1,3
9104,LA,PHI,3,12,SHOTGUN,1,20,10
9105,LA,PHI,2,12,SHOTGUN,1,20,10
9107,LA,PHI,1,5,UNDER CENTER,0,20,10
9109,PHI,LA,1,10,SHOTGUN,1,1,3
9112,LA,PHI,2,1,UNDER CENTER,0,20,10
9113,LA,PHI,1,10,UNDER CENTER,0,20,10
9115,PHI,LA,2,1,UNDER CENTER,0,1,3
9116,PHI,LA,1,3,SHOTGUN,0,1,3
9118,PHI,LA,1,8,UNDER CENTER,0,1,3
9119,PHI,LA,1,10,UNDER CENTER,1,1,3
9120,PHI,LA,2,2,SHOTGUN,1,1,3
9121,LA,PHI,3,3,SHOTGUN,1,20,10
9122,LA,PHI,2,6,NO HUDDLE SHOTGUN,0,20,10
9123,LA,PHI,1,9,UNDER CENTER,0,20,10
9124,LA,PHI,1,10,NO HUDDLE,1,20,10
9125,LA,PHI,1,10,UNDER CENTER,0,20,10
9126,CHI,ATL,2,15,SHOTGUN,0,29,15
9127,CHI,ATL,1,10,UNDER CENTER,0,29,15
9129,CHI,ATL,3,5,SHOTGUN,1,29,15
9130,CHI,ATL,2,10,UNDER CENTER,1,29,15
9131,CHI,ATL,2,10,SHOTGUN,0,29,15
9132,CHI,ATL,1,10,UNDER CENTER,1,29,15
9137,CLE,WAS,1,10,UNDER CENTER,0,2,11
9139,WAS,CLE,2,11,SHOTGUN,1,18,12
9141,WAS,CLE,4,2,SHOTGUN,1,18,12
9142,WAS,CLE,3,7,SHOTGUN,1,18,12
9143,WAS,CLE,2,7,SHOTGUN,1,18,12
9144,WAS,CLE,1,10,NO HUDDLE SHOTGUN,0,18,12
9145,WAS,CLE,2,4,SHOTGUN,0,18,12
9146,WAS,CLE,1,10,NO HUDDLE SHOTGUN,0,18,12
9147,WAS,CLE,2,3,NO HUDDLE SHOTGUN,1,18,12
9148,WAS,CLE,2,10,SHOTGUN,1,18,12
9153,CLE,WAS,3,5,SHOTGUN,1,2,11
9154,MIA,JAX,3,4,UNDER CENTER,0,31,27
9156,MIA,JAX,2,5,UNDER CENTER,0,31,27
9158,JAX,MIA,1,10,NO HUDDLE SHOTGUN,1,25,16
9159,JAX,MIA,3,2,SHOTGUN,1,25,16
9161,NO,LV,2,7,SHOTGUN,1,27,23
9162,NO,LV,1,10,NO HUDDLE SHOTGUN,1,27,23
9164,LV,NO,3,10,SHOTGUN,0,5,5
9167,LV,NO,4,1,UNDER CENTER,1,5,5
9169,LV,NO,2,1,UNDER CENTER,0,5,5
9170,LV,NO,1,7,UNDER CENTER,0,5,5
9172,LV,NO,3,2,SHOTGUN,1,5,5
9174,LV,NO,2,7,SHOTGUN,0,5,5
9177,LV,NO,3,9,SHOTGUN,1,5,5
9178,LV,NO,2,9,SHOTGUN,1,5,5
9181,NO,LV,3,6,SHOTGUN,1,27,23
9183,LV,NO,1,3,UNDER CENTER,1,5,5
9184,LV,NO,2,9,SHOTGUN,1,5,5
9185,LV,NO,1,10,UNDER CENTER,0,5,5
9186,LV,NO,1,10,SHOTGUN,1,5,5
9188,LV,NO,1,10,UNDER CENTER,0,5,5
9189,LV,NO,3,1,UNDER CENTER,1,5,5
9190,LV,NO,2,4,NO HUDDLE,0,5,5
9192,LV,NO,1,10,SHOTGUN,1,5,5
9193,NO,LV,2,1,UNDER CENTER,0,27,23
9194,NO,LV,1,4,UNDER CENTER,0,27,23
9196,NO,LV,3,8,SHOTGUN,1,27,23
9197,NO,LV,2,8,SHOTGUN,1,27,23
9198,NO,LV,1,10,UNDER CENTER,0,27,23
9199,NO,LV,1,10,UNDER CENTER,0,27,23
9201,GB,NO,2,12,SHOTGUN,1,5,5
9202,GB,NO,1,10,UNDER CENTER,0,5,5
9203,NO,GB,1,10,UNDER CENTER,0,9,21
9205,GB,NO,3,22,SHOTGUN,1,5,5
9207,GB,NO,1,10,SHOTGUN,1,5,5
9208,GB,NO,1,10,UNDER CENTER,1,5,5
9209,GB,NO,3,2,SHOTGUN,1,5,5
9213,DAL,SEA,1,10,SHOTGUN,1,13,4
9214,DAL,SEA,3,4,NO HUDDLE SHOTGUN,1,13,4
9215,SEA,DAL,2,5,SHOTGUN,0,21,30
9216,DAL,SEA,1,10,SHOTGUN,1,13,4
9217,DAL,SEA,2,1,UNDER CENTER,0,13,4
9219,DAL,SEA,2,2,SHOTGUN,1,13,4
9224,SEA,DAL,2,1,UNDER CENTER,1,21,30
9225,SEA,DAL,1,5,UNDER CENTER,0,21,30
9227,DAL,SEA,3,1,UNDER CENTER,0,13,4
9228,DAL,SEA,3,9,SHOTGUN,1,13,4
9229,DAL,SEA,2,9,SHOTGUN,1,13,4
9230,DAL,SEA,1,10,UNDER CENTER,0,13,4
9232,DEN,TB,3,4,NO HUDDLE SHOTGUN,1,6,1
9233,DEN,TB,1,10,NO HUDDLE SHOTGUN,0,6,1
9235,GB,NO,3,2,UNDER CENTER,1,5,5
9236,GB,NO,2,5,UNDER CENTER,0,5,5
9237,GB,NO,1,10,SHOTGUN,0,5,5
9241,ARI,DET,3,15,SHOTGUN,1,32,14
9242,ARI,DET,2,9,SHOTGUN,0,32,14
9243,ARI,DET,1,10,NO HUDDLE SHOTGUN,0,32,14
9245,ARI,DET,3,3,NO HUDDLE SHOTGUN,1,32,14
9246,ARI,DET,2,7,NO HUDDLE SHOTGUN,0,32,14
9247,NYG,SF,3,7,SHOTGUN,1,7,7
9248,NYG,SF,2,10,UNDER CENTER,0,7,7
9249,NYG,SF,1,10,SHOTGUN,1,7,7
9251,SF,NYG,1,10,UNDER CENTER,0,11,9
9252,SF,NYG,3,10,SHOTGUN,1,11,9
9253,PIT,HOU,3,2,UNDER CENTER,1,28,31
9254,PIT,HOU,2,10,SHOTGUN,1,28,31
9255,PIT,HOU,1,10,SHOTGUN,1,28,31
9256,PIT,HOU,3,1,UNDER CENTER,0,28,31
9257,PIT,HOU,2,2,SHOTGUN,1,28,31
9258,PIT,HOU,1,10,SHOTGUN,0,28,31
9259,PIT,HOU,3,15,SHOTGUN,1,28,31
9260,PIT,HOU,1,15,SHOTGUN,1,28,31
9264,PIT,HOU,2,3,UNDER CENTER,1,28,31
9265,PIT,HOU,1,10,SHOTGUN,1,28,31
9266,PIT,HOU,4,1,UNDER CENTER,0,28,31
9267,PIT,HOU,3,1,UNDER CENTER,0,28,31
9268,HOU,PIT,1,10,SHOTGUN,1,3,13
9269,HOU,PIT,1,10,SHOTGUN,1,3,13
9271,HOU,PIT,1,10,SHOTGUN,1,3,13
9273,SF,NYG,2,10,SHOTGUN,1,11,9
9274,SF,NYG,1,10,UNDER CENTER,1,11,9
9275,SF,NYG,3,5,SHOTGUN,1,11,9
9276,SF,NYG,2,19,SHOTGUN,1,11,9
9278,TEN,MIN,3,9,SHOTGUN,1,30,22
9279,TEN,MIN,2,10,SHOTGUN,1,30,22
9280,TEN,MIN,1,10,SHOTGUN,1,30,22
9281,TEN,MIN,2,10,SHOTGUN,1,30,22
9283,TEN,MIN,3,2,NO HUDDLE,1,30,22
9284,TEN,MIN,2,5,UNDER CENTER,0,30,22
9286,MIN,TEN,2,3,UNDER CENTER,1,22,18
9287,MIN,TEN,1,4,UNDER CENTER,0,22,18
9288,MIN,TEN,1,10,UNDER CENTER,0,22,18
9289,MIN,TEN,3,3,UNDER CENTER,0,22,18
9292,TEN,MIN,2,1,UNDER CENTER,0,30,22
9293,TEN,MIN,1,4,NO HUDDLE,0,30,22
9294,DET,ARI,3,2,SHOTGUN,1,8,25
9295,DET,ARI,2,10,SHOTGUN,0,8,25
9298,DET,ARI,2,7,UNDER CENTER,1,8,25
9300,ARI,DET,1,10,NO HUDDLE SHOTGUN,1,32,14
9302,ARI,DET,1,10,NO HUDDLE SHOTGUN,1,32,14
9308,DET,ARI,2,8,UNDER CENTER,0,8,25
9309,DET,ARI,1,10,UNDER CENTER,0,8,25
9311,LAC,CAR,3,15,SHOTGUN,1,12,28
9315,LAC,CAR,2,14,SHOTGUN,1,12,28
9316,LAC,CAR,1,20,SHOTGUN,0,12,28
9317,LAC,CAR,3,20,SHOTGUN,1,12,28
9318,LAC,CAR,2,20,SHOTGUN,1,12,28
9320,LAC,CAR,1,10,UNDER CENTER,1,12,28
9321,LAC,CAR,2,11,SHOTGUN,1,12,28
9322,LAC,CAR,1,10,UNDER CENTER,1,12,28
9323,LAC,CAR,3,9,SHOTGUN,1,12,28
9324,LAC,CAR,2,9,SHOTGUN,1,12,28
9325,LAC,CAR,3,20,SHOTGUN,1,12,28
9327,LAC,CAR,3,5,SHOTGUN,1,12,28
9330,DAL,SEA,1,10,SHOTGUN,1,13,4
9332,SEA,DAL,2,8,UNDER CENTER,1,21,30
9333,SEA,DAL,1,10,SHOTGUN,1,21,30
9335,SEA,DAL,2,10,SHOTGUN,1,21,30
9336,SEA,DAL,1,10,NO HUDDLE,1,21,30
9337,CAR,LAC,1,8,UNDER CENTER,0,14,20
9339,CAR,LAC,2,16,SHOTGUN,1,14,20
9341,CAR,LAC,1,10,SHOTGUN,1,14,20
9342,CAR,LAC,1,10,SHOTGUN,1,14,20
9348,IND,NYJ,4,1,UNDER CENTER,0,23,6
9349,IND,NYJ,3,3,SHOTGUN,0,23,6
9350,IND,NYJ,2,8,SHOTGUN,1,23,6
9352,IND,NYJ,3,4,SHOTGUN,1,23,6
9353,IND,NYJ,2,4,UNDER CENTER,0,23,6
9354,IND,NYJ,1,10,NO HUDDLE SHOTGUN,1,23,6
9355,IND,NYJ,1,10,SHOTGUN,1,23,6
9357,IND,NYJ,3,3,SHOTGUN,1,23,6
